9.39,1.33,-6.10,-1.70,0.93,-0.30
9.24,1.58,-6.09,-1.74,1.04,-0.20
9.07,1.68,-5.83,-1.73,1.16,-0.04
9.07,1.70,-5.42,-1.68,1.30,0.13
9.34,1.91,-5.29,-1.62,1.41,0.25
9.12,1.85,-5.05,-1.56,1.51,0.32
8.78,1.89,-4.87,-1.50,1.62,0.35
8.48,1.84,-5.04,-1.45,1.82,0.38
7.87,2.10,-4.80,-1.44,2.04,0.46
7.87,2.23,-4.26,-1.41,2.14,0.56
8.33,2.12,-3.59,-1.28,2.04,0.59
9.17,1.84,-3.59,-1.05,1.92,0.40
9.48,2.14,-4.10,-0.80,1.84,0.01
9.11,2.61,-4.34,-0.64,1.75,-0.28
8.83,2.94,-4.29,-0.49,1.68,-0.35
9.37,3.18,-4.26,-0.29,1.67,-0.28
10.67,3.59,-4.67,-0.03,1.59,-0.18
11.81,4.18,-5.20,0.29,1.42,-0.10
12.28,4.61,-5.28,0.75,1.12,-0.01
12.22,4.48,-5.78,1.29,0.84,0.16
12.45,4.34,-7.33,1.66,0.70,0.37
14.00,4.70,-8.96,1.87,0.61,0.58
15.40,4.74,-9.98,1.95,0.27,0.78
17.55,4.80,-11.20,2.05,-0.54,0.93
20.28,4.12,-13.65,2.23,-1.83,0.64
20.15,4.75,-16.22,2.32,-2.95,0.08
18.44,4.82,-18.71,2.30,-3.85,-0.33
16.07,5.82,-19.42,2.43,-4.31,-0.61
15.19,6.42,-19.45,2.79,-4.65,-0.48
17.31,5.83,-19.59,3.29,-4.87,-0.28
20.79,4.33,-22.12,3.74,-5.46,-0.03
24.76,3.64,-23.88,3.86,-6.21,0.16
27.51,1.72,-24.51,4.01,-7.12,0.31
29.14,0.74,-25.53,3.98,-7.98,0.60
32.27,0.83,-23.67,3.64,-8.71,1.08
37.14,0.88,-21.83,3.38,-8.73,1.20
40.28,3.26,-18.12,3.21,-8.73,0.86
43.46,5.35,-14.41,3.46,-8.73,0.57
43.35,6.23,-10.58,4.28,-8.73,0.70
44.78,8.86,-8.69,5.35,-8.73,1.24
39.91,11.40,-1.02,6.79,-8.73,1.72
32.98,13.19,7.92,8.19,-8.58,2.76
23.39,11.17,18.35,8.73,-7.49,4.13
17.27,6.22,18.52,8.21,-7.00,4.25
9.14,7.92,18.88,6.10,-5.96,3.58
2.20,8.05,20.74,4.29,-4.78,3.17
-3.05,9.07,17.84,3.21,-3.56,2.68
-5.50,9.95,12.95,2.32,-2.36,2.09
-6.83,11.27,9.51,1.52,-1.24,1.48
-5.34,10.06,7.14,1.00,-0.66,0.65
-6.56,9.61,4.45,0.56,-0.25,-0.33
-7.97,6.96,3.08,0.10,0.29,-0.90
-9.05,3.74,1.59,-0.19,1.09,-1.30
-8.90,0.30,0.36,-0.51,1.71,-1.42
-7.33,-2.63,-0.49,-0.94,2.25,-1.55
-5.00,-4.26,-0.90,-1.34,2.48,-1.76
-3.57,-4.75,-1.84,-1.63,2.48,-1.94
-1.98,-4.89,-3.18,-2.00,2.39,-2.08
-1.61,-4.99,-4.84,-2.41,2.29,-2.31
-1.70,-5.25,-5.96,-2.73,2.31,-2.50
-1.97,-4.67,-6.02,-2.73,2.60,-2.41
