
10.25,-0.02,-0.99,-0.01,-0.00,-0.01
10.32,0.02,-1.03,-0.01,-0.00,-0.01
10.28,0.09,-0.98,-0.01,-0.00,-0.01
10.30,0.04,-1.00,-0.01,-0.00,-0.01
10.43,-0.09,-1.00,-0.01,-0.00,-0.01
10.24,-0.02,-0.97,-0.01,-0.00,-0.01
10.33,0.00,-0.95,-0.01,-0.00,-0.01
10.31,0.09,-1.07,-0.01,-0.00,-0.01
10.30,0.07,-0.99,-0.01,-0.00,-0.01
10.27,0.06,-1.03,-0.01,-0.00,-0.01
10.28,-0.01,-0.98,-0.01,-0.00,-0.01
10.31,-0.02,-0.94,-0.01,-0.00,-0.01
10.27,-0.01,-0.96,-0.01,-0.00,-0.01
10.32,-0.00,-0.97,-0.01,-0.00,-0.01
10.30,0.01,-0.94,-0.01,-0.00,-0.01
10.29,-0.02,-0.98,-0.01,-0.00,-0.01
10.33,0.02,-1.02,-0.01,-0.00,-0.01
10.36,-0.02,-0.98,-0.01,-0.00,-0.01
10.33,-0.03,-0.95,-0.01,-0.00,-0.01
10.26,0.01,-1.02,-0.01,-0.00,-0.01
10.30,0.03,-0.99,-0.01,-0.00,-0.01
10.29,0.05,-0.98,-0.01,-0.00,-0.01
10.26,0.04,-0.98,-0.01,-0.00,-0.01
10.29,0.03,-1.04,-0.01,-0.00,-0.01
10.31,-0.00,-0.97,-0.01,-0.00,-0.01
10.32,0.06,-0.99,-0.01,-0.00,-0.01
10.29,-0.00,-1.00,-0.01,-0.00,-0.01
10.31,0.01,-0.95,-0.01,-0.00,-0.01
10.33,0.00,-0.99,-0.01,-0.00,-0.01
10.30,0.03,-1.00,-0.01,-0.00,-0.01
10.30,0.03,-1.01,-0.01,-0.00,-0.01
10.30,0.01,-0.97,-0.01,-0.00,-0.01
10.26,-0.01,-1.02,-0.01,-0.00,-0.01
10.30,0.04,-1.02,-0.01,-0.00,-0.01
10.26,-0.02,-0.98,-0.01,-0.00,-0.01
10.33,0.00,-0.97,-0.01,-0.00,-0.01
10.29,0.00,-1.00,-0.01,-0.00,-0.01
10.29,0.01,-0.99,-0.01,-0.00,-0.01
10.29,0.01,-1.08,-0.01,-0.00,-0.01
10.27,0.06,-1.04,-0.01,-0.00,-0.01
10.31,0.05,-1.00,-0.01,-0.00,-0.01
