2.17,-9.89,-0.01,-0.92,-0.17,0.07
2.08,-9.84,-0.48,-1.12,-0.20,0.07
2.06,-9.81,-0.83,-1.26,-0.22,0.08
1.93,-9.71,-1.20,-1.36,-0.22,0.07
2.16,-9.56,-1.51,-1.42,-0.18,0.04
2.07,-9.38,-1.53,-1.44,-0.14,0.01
1.85,-9.14,-1.50,-1.47,-0.21,-0.01
1.55,-9.19,-1.88,-1.57,-0.39,0.01
1.58,-9.31,-2.65,-1.75,-0.52,0.05
1.42,-9.28,-3.05,-1.94,-0.60,0.03
1.41,-9.30,-3.74,-2.07,-0.70,-0.05
1.19,-9.17,-4.40,-2.11,-0.74,-0.13
1.06,-9.07,-4.96,-2.10,-0.89,-0.23
1.17,-9.07,-5.38,-1.99,-1.03,-0.40
1.18,-8.87,-6.00,-1.83,-1.19,-0.53
1.31,-8.71,-6.43,-1.64,-1.19,-0.61
1.49,-8.60,-6.93,-1.48,-1.17,-0.66
1.37,-8.17,-7.42,-1.39,-1.22,-0.71
1.48,-8.19,-7.77,-1.29,-1.22,-0.83
1.77,-8.07,-8.35,-1.15,-1.22,-0.94
2.01,-7.98,-8.70,-1.00,-1.19,-1.03
2.36,-7.48,-9.12,-0.85,-1.18,-1.10
2.63,-7.30,-9.71,-0.74,-1.20,-1.16
3.07,-7.13,-10.66,-0.63,-1.21,-1.18
3.51,-6.90,-11.66,-0.49,-1.19,-1.15
3.92,-6.65,-12.51,-0.28,-1.06,-1.07
4.73,-6.41,-13.06,0.11,-0.84,-0.91
5.25,-6.05,-13.25,0.53,-0.52,-0.74
5.55,-5.86,-13.07,1.07,-0.23,-0.55
5.54,-5.65,-13.01,1.60,0.05,-0.26
5.63,-5.63,-12.71,2.07,0.16,0.06
5.47,-5.95,-12.22,2.48,0.22,0.36
5.24,-5.90,-11.41,2.88,0.25,0.66
4.87,-5.91,-10.29,3.24,0.35,0.89
4.52,-6.00,-9.14,3.54,0.45,1.04
4.07,-6.10,-8.18,3.78,0.57,1.19
3.82,-6.21,-6.94,3.97,0.70,1.32
3.32,-5.98,-5.54,4.13,0.90,1.49
2.63,-6.12,-4.24,4.24,1.08,1.70
1.92,-6.24,-2.90,4.29,1.19,1.86
1.22,-6.27,-1.75,4.29,1.20,1.91
0.70,-6.63,-0.54,4.25,1.22,1.84
-0.06,-6.88,0.40,4.16,1.18,1.72
-0.96,-7.20,2.10,4.07,0.87,1.57
-1.84,-7.06,4.18,4.06,-0.16,1.28
-1.68,-7.16,4.91,3.97,-1.35,0.86
-1.16,-7.27,5.02,3.71,-1.97,0.54
-0.77,-7.31,4.96,3.30,-1.79,0.41
-0.42,-7.27,5.57,2.87,-1.26,0.35
-0.19,-7.31,6.28,2.61,-0.86,0.26
-0.17,-7.49,7.06,2.46,-0.64,0.20
-0.20,-7.41,7.81,2.37,-0.68,0.22
0.10,-7.35,8.74,2.23,-0.83,0.25
0.13,-7.13,9.49,2.01,-0.95,0.29
0.00,-7.33,10.00,1.69,-1.02,0.38
-0.24,-7.40,10.55,1.32,-1.13,0.48
-0.38,-7.41,11.06,0.97,-1.08,0.53
-0.66,-7.64,11.64,0.66,-1.00,0.53
-0.82,-7.69,12.30,0.32,-0.93,0.44
-2.09,-8.10,12.42,-0.14,-0.86,0.33
-0.71,-6.90,12.37,-0.58,-0.67,0.20
-0.94,-7.61,12.77,-1.12,-0.79,-0.04
-0.68,-7.20,12.33,-1.60,-1.00,-0.24
-0.35,-7.22,11.51,-2.02,-1.15,-0.34
-0.08,-7.25,10.09,-2.51,-1.21,-0.36
0.33,-7.25,9.22,-2.92,-1.24,-0.40
0.49,-6.95,8.19,-3.21,-1.29,-0.44
0.68,-6.95,6.93,-3.47,-1.36,-0.47
0.96,-6.85,5.42,-3.69,-1.41,-0.48
1.43,-7.06,4.28,-3.80,-1.27,-0.49
1.39,-6.97,2.98,-3.84,-1.01,-0.48
1.53,-7.32,1.83,-3.84,-0.84,-0.49
1.70,-7.38,1.15,-3.77,-0.80,-0.55
1.91,-7.41,0.43,-3.63,-0.91,-0.61
2.35,-7.54,-0.40,-3.52,-0.89,-0.61
2.48,-7.42,-1.07,-3.50,-0.76,-0.54
3.39,-7.37,-1.53,-3.54,-0.38,-0.47
3.54,-7.36,-2.27,-3.60,0.25,-0.40
3.19,-7.35,-2.93,-3.78,0.85,-0.27
3.00,-7.32,-3.51,-3.92,0.93,-0.25
3.32,-7.45,-3.98,-3.86,0.60,-0.36
3.25,-6.98,-4.81,-3.68,0.26,-0.39
3.31,-7.12,-5.90,-3.48,-0.04,-0.31
3.27,-7.06,-6.14,-3.25,-0.29,-0.25
2.93,-6.69,-6.90,-3.04,-0.56,-0.20
3.00,-6.41,-7.55,-2.93,-0.76,-0.18
3.11,-6.06,-8.37,-2.90,-0.56,-0.17
2.78,-5.90,-8.90,-2.89,-0.24,-0.19
2.83,-5.87,-9.62,-2.82,-0.21,-0.25
3.10,-5.76,-10.64,-2.65,-0.11,-0.31
3.26,-5.63,-11.80,-2.46,0.07,-0.36
4.27,-5.31,-13.20,-2.21,0.40,-0.39
5.67,-4.90,-14.23,-1.88,1.22,-0.36
6.52,-4.87,-15.56,-1.42,2.28,-0.18
7.12,-4.58,-15.50,-0.94,3.28,0.23
7.54,-4.89,-14.95,-0.42,3.87,0.60
7.51,-4.86,-13.80,0.15,3.41,0.90
8.01,-4.64,-13.30,0.55,2.74,1.22
8.17,-4.49,-13.06,0.73,2.39,1.59
8.26,-4.37,-12.64,0.88,2.46,1.99
8.04,-4.41,-12.50,1.07,2.87,2.38
7.24,-4.61,-12.18,1.26,3.34,2.77
5.97,-4.90,-11.29,1.48,3.55,3.15
4.81,-5.06,-10.77,1.72,3.42,3.40
3.53,-5.48,-10.11,1.89,3.07,3.44
2.72,-5.56,-9.33,2.12,2.70,3.39
1.98,-5.86,-8.49,2.40,2.28,3.20
1.39,-5.74,-7.87,2.59,1.93,2.98
1.00,-6.11,-7.17,2.70,1.79,2.78
0.58,-6.34,-5.95,2.82,1.50,2.47
0.37,-6.49,-5.17,2.92,0.99,2.14
0.26,-6.73,-4.51,2.97,0.44,1.84
0.29,-6.74,-3.78,2.96,-0.04,1.65
0.40,-6.87,-3.39,2.91,-0.42,1.52
0.67,-6.65,-2.59,2.86,-0.67,1.40
0.99,-6.47,-2.14,2.81,-0.71,1.36
1.02,-6.90,-1.84,2.75,-0.51,1.39
1.09,-7.09,-0.73,2.78,-0.35,1.45
0.57,-7.19,0.66,2.86,-0.49,1.52
0.05,-7.49,2.09,2.88,-0.91,1.63
-0.46,-7.73,3.43,2.83,-1.51,1.66
-0.59,-7.77,4.23,2.67,-1.88,1.63
-0.74,-7.96,5.32,2.45,-1.80,1.58
-1.47,-8.09,6.80,2.26,-1.46,1.56
-2.45,-8.49,8.19,2.06,-1.17,1.67
-3.93,-8.77,9.66,1.77,-1.08,1.73
-5.01,-8.98,10.14,1.31,-1.22,1.67
-5.67,-9.11,10.23,0.83,-1.13,1.46
-6.29,-9.30,10.10,0.39,-0.94,1.10
-6.82,-9.42,9.96,0.09,-0.67,0.80
