1.20,-2.60,6.79,-2.36,-0.16,-0.31
1.12,-3.23,6.76,-2.36,-0.17,-0.31
1.15,-3.94,6.70,-2.35,-0.18,-0.32
1.24,-4.65,6.67,-2.33,-0.20,-0.34
1.22,-5.19,6.69,-2.27,-0.20,-0.37
1.08,-5.67,6.62,-2.19,-0.26,-0.41
1.46,-6.17,6.32,-2.12,-0.32,-0.46
1.74,-6.49,6.35,-2.03,-0.31,-0.52
1.93,-6.90,6.20,-1.94,-0.27,-0.58
1.87,-7.52,6.21,-1.87,-0.24,-0.65
1.93,-8.22,6.19,-1.76,-0.28,-0.72
2.13,-9.00,6.24,-1.60,-0.36,-0.80
2.38,-9.64,6.22,-1.40,-0.41,-0.88
2.84,-10.51,6.20,-1.17,-0.45,-0.93
3.23,-11.37,6.28,-0.90,-0.43,-0.90
3.78,-12.11,6.38,-0.61,-0.37,-0.78
3.90,-12.88,6.57,-0.25,-0.22,-0.59
4.02,-13.55,6.54,0.16,-0.15,-0.42
4.22,-13.67,6.52,0.60,-0.09,-0.29
4.36,-13.62,6.34,1.08,-0.04,-0.21
4.64,-13.45,6.00,1.51,0.01,-0.20
5.07,-13.16,5.63,1.87,0.13,-0.27
4.88,-12.59,5.31,2.21,0.39,-0.38
4.09,-12.03,5.14,2.52,0.61,-0.40
3.52,-11.40,5.21,2.78,0.70,-0.31
2.93,-10.64,5.27,3.08,0.73,-0.06
2.89,-9.62,5.13,3.39,0.74,0.28
2.72,-8.47,4.87,3.66,0.75,0.63
2.72,-7.29,4.64,3.92,0.74,0.97
2.79,-6.03,4.29,4.14,0.76,1.24
2.55,-4.80,3.99,4.29,0.83,1.43
2.13,-3.36,3.68,4.40,0.87,1.58
1.75,-1.97,3.65,4.44,0.82,1.71
1.71,-0.57,3.47,4.43,0.72,1.79
1.74,0.69,3.48,4.37,0.62,1.84
1.87,1.66,3.20,4.28,0.58,1.81
1.68,2.78,3.15,4.10,0.60,1.80
1.30,3.75,3.31,3.83,0.56,1.87
1.36,4.14,3.45,3.60,0.44,2.00
1.87,4.26,3.73,3.44,0.35,2.15
2.44,4.34,3.64,3.44,0.35,2.24
2.56,4.92,3.50,3.50,0.43,2.25
2.25,5.94,3.36,3.49,0.40,2.19
2.51,6.90,3.22,3.37,0.27,2.03
2.74,8.21,2.88,3.18,0.24,1.82
3.14,9.64,2.90,2.96,0.17,1.62
3.48,11.65,2.77,2.67,0.23,1.50
3.77,12.93,2.70,2.31,0.28,1.38
4.23,14.12,2.68,1.79,0.38,1.22
4.04,14.89,2.77,1.21,0.62,1.08
3.73,15.32,3.09,0.71,0.72,0.95
3.24,15.66,3.66,0.28,0.78,0.83
2.80,15.89,4.16,-0.04,0.72,0.63
2.69,16.06,4.13,-0.28,0.60,0.39
2.66,15.95,4.04,-0.56,0.48,0.06
2.53,15.79,3.92,-0.86,0.40,-0.23
2.45,15.54,3.77,-1.18,0.37,-0.38
2.23,15.07,3.67,-1.57,0.39,-0.44
1.88,14.22,3.50,-2.00,0.41,-0.44
1.62,13.34,3.54,-2.40,0.35,-0.46
1.68,12.20,3.63,-2.78,0.21,-0.48
1.72,10.75,3.89,-3.09,0.10,-0.52
1.92,9.38,3.90,-3.29,0.04,-0.59
2.12,8.33,4.09,-3.45,0.03,-0.71
2.02,7.59,4.09,-3.58,0.03,-0.82
1.85,6.42,4.27,-3.73,-0.04,-0.93
2.13,5.14,4.26,-3.87,-0.13,-1.04
2.43,4.12,4.47,-3.93,-0.16,-1.14
2.69,2.87,4.68,-3.94,-0.11,-1.24
2.85,1.70,4.76,-3.90,-0.06,-1.39
2.93,0.78,4.99,-3.83,-0.06,-1.52
3.19,-0.37,5.15,-3.71,0.01,-1.66
3.35,-1.16,5.09,-3.57,0.12,-1.83
3.08,-2.03,5.42,-3.42,0.25,-1.96
2.50,-1.94,4.80,-3.41,0.21,-2.11
2.52,-3.21,5.37,-3.37,0.04,-2.21
2.68,-4.50,5.20,-3.14,-0.07,-2.23
2.69,-5.20,4.95,-2.99,-0.16,-2.23
2.61,-5.86,5.11,-2.92,-0.24,-2.21
2.65,-6.70,5.00,-2.88,-0.25,-2.11
2.43,-7.75,5.29,-2.80,-0.26,-1.93
2.30,-8.84,5.38,-2.66,-0.26,-1.70
2.25,-9.78,5.65,-2.48,-0.27,-1.45
2.37,-10.67,5.71,-2.20,-0.20,-1.24
2.18,-11.20,5.99,-1.85,-0.24,-1.10
2.31,-11.77,6.12,-1.48,-0.33,-0.99
2.55,-12.13,6.15,-1.06,-0.40,-0.85
3.09,-12.43,6.23,-0.64,-0.44,-0.72
3.45,-12.35,6.13,-0.29,-0.37,-0.57
3.45,-12.15,6.03,0.01,-0.23,-0.36
3.52,-12.14,6.06,0.25,-0.16,-0.16
3.78,-12.31,6.03,0.46,-0.10,-0.00
4.05,-12.53,6.11,0.74,0.01,0.15
4.05,-12.58,6.13,1.10,0.14,0.26
3.91,-12.35,6.03,1.48,0.25,0.31
3.64,-11.80,5.80,1.88,0.34,0.34
3.29,-11.15,5.61,2.22,0.41,0.38
2.88,-10.41,5.46,2.56,0.44,0.49
2.57,-9.73,5.23,2.88,0.44,0.62
2.24,-9.00,5.04,3.16,0.44,0.76
2.11,-8.17,4.78,3.45,0.39,0.92
1.98,-7.25,4.55,3.70,0.36,1.09
1.79,-6.30,4.24,3.90,0.30,1.26
1.81,-5.37,4.10,4.10,0.19,1.47
1.96,-4.52,3.98,4.30,0.10,1.65
2.06,-3.56,3.57,4.49,0.03,1.82
2.37,-1.87,3.16,4.70,-0.11,2.02
2.97,0.53,2.60,4.87,-0.33,2.21
3.73,2.69,2.21,4.88,-0.48,2.32
4.19,4.40,2.02,4.67,-0.52,2.31
4.51,5.39,1.98,4.25,-0.40,2.13
4.44,5.78,2.46,3.74,-0.25,1.85
4.63,6.19,3.04,3.30,-0.10,1.53
4.56,7.00,3.61,3.09,0.03,1.32
4.35,8.02,3.92,3.05,0.06,1.30
4.59,9.64,4.08,3.01,-0.07,1.38
5.23,11.32,4.11,2.92,-0.14,1.47
6.06,12.71,4.05,2.74,-0.08,1.46
6.42,14.00,3.92,2.45,0.14,1.33
6.48,15.34,3.88,2.11,0.35,1.12
6.16,16.79,3.81,1.70,0.55,0.88
5.57,17.40,3.54,1.17,0.73,0.61
4.84,17.18,3.39,0.60,0.84,0.32
4.21,16.70,3.51,0.03,0.85,0.01
3.84,16.04,3.77,-0.37,0.82,-0.25
3.41,15.43,3.85,-0.63,0.78,-0.43
3.08,14.85,3.63,-0.91,0.69,-0.56
2.87,14.01,3.47,-1.26,0.62,-0.67
2.80,13.06,3.54,-1.61,0.57,-0.74
2.84,11.95,3.81,-1.95,0.55,-0.79
2.86,10.90,4.07,-2.20,0.53,-0.83
2.74,10.01,4.26,-2.37,0.55,-0.87
2.45,8.99,4.34,-2.53,0.54,-0.92
2.19,7.99,4.47,-2.66,0.50,-0.99
1.95,7.04,4.57,-2.76,0.43,-1.08
1.74,6.13,4.77,-2.85,0.29,-1.18
1.80,5.39,4.94,-2.92,0.16,-1.27
2.08,4.71,5.08,-2.96,0.08,-1.32
2.25,3.95,5.08,-3.01,0.07,-1.35
2.32,3.37,5.20,-3.06,0.08,-1.38
2.48,2.90,5.10,-3.10,0.13,-1.41
2.43,2.37,5.04,-3.16,0.16,-1.47
2.36,1.63,4.82,-3.25,0.20,-1.54
2.04,0.79,4.80,-3.36,0.24,-1.62
1.92,-0.21,4.45,-3.49,0.25,-1.69
1.46,-1.37,4.77,-3.51,0.21,-1.71
1.47,-1.70,4.62,-3.63,0.15,-1.71
1.26,-3.07,5.02,-3.66,0.16,-1.73
0.80,-4.07,4.85,-3.45,0.08,-1.66
0.52,-4.72,4.76,-3.37,-0.19,-1.56
0.74,-5.70,4.97,-3.37,-0.41,-1.42
1.24,-6.88,5.20,-3.32,-0.58,-1.26
1.92,-8.16,5.59,-3.18,-0.63,-1.15
2.39,-9.10,5.90,-2.97,-0.56,-1.09
2.71,-9.92,6.23,-2.67,-0.43,-1.04
2.81,-10.72,6.33,-2.29,-0.28,-0.98
2.64,-11.27,6.53,-1.87,-0.17,-0.92
2.38,-11.56,6.56,-1.38,-0.14,-0.83
2.15,-11.81,6.56,-0.91,-0.25,-0.70
2.50,-12.00,6.57,-0.51,-0.35,-0.59
3.01,-11.83,6.50,-0.13,-0.32,-0.48
3.12,-11.63,6.40,0.17,-0.22,-0.36
3.08,-11.33,6.37,0.44,-0.12,-0.21
3.07,-11.07,6.32,0.68,-0.05,-0.06
3.11,-10.85,6.31,0.90,0.03,0.05
3.01,-10.70,6.27,1.17,0.13,0.13
2.80,-10.56,6.28,1.46,0.21,0.18
2.55,-10.37,6.28,1.76,0.24,0.23
2.48,-10.23,6.29,2.10,0.25,0.30
2.54,-9.88,6.16,2.46,0.28,0.38
2.47,-9.15,5.99,2.79,0.35,0.47
2.30,-8.30,5.69,3.11,0.36,0.59
2.20,-7.50,5.49,3.38,0.34,0.73
2.14,-6.67,5.35,3.61,0.30,0.87
2.17,-5.60,5.16,3.83,0.27,1.01
2.12,-4.47,5.06,4.01,0.25,1.13
2.21,-3.54,4.80,4.14,0.22,1.22
2.29,-2.58,4.64,4.26,0.24,1.29
2.13,-1.63,4.46,4.36,0.27,1.34
2.10,-0.51,4.23,4.47,0.20,1.38
2.37,0.84,4.04,4.58,0.09,1.45
2.81,2.15,3.57,4.65,0.06,1.56
3.32,3.86,3.12,4.63,0.05,1.68
3.18,5.47,2.90,4.48,0.11,1.82
3.06,6.31,2.90,4.17,0.12,1.89
3.15,7.16,2.77,3.88,0.05,1.91
3.36,8.22,3.19,3.66,-0.08,1.98
3.96,9.21,3.35,3.52,-0.22,2.01
4.93,10.64,3.02,3.31,-0.19,1.96
5.56,11.75,2.62,2.94,0.03,1.78
5.66,12.45,2.41,2.48,0.36,1.57
4.72,13.19,2.46,1.95,0.66,1.43
3.94,14.31,2.93,1.53,0.60,1.39
4.08,15.22,3.20,1.24,0.40,1.30
4.74,15.29,2.92,0.91,0.37,1.04
4.91,15.19,2.77,0.56,0.46,0.65
4.86,15.37,2.71,0.29,0.65,0.32
3.81,15.75,2.60,0.01,0.82,0.15
2.83,15.99,2.57,-0.30,0.78,0.15
2.30,15.70,2.37,-0.65,0.59,0.15
2.29,14.89,2.24,-1.07,0.36,0.05
2.80,13.98,2.32,-1.47,0.21,-0.11
3.06,13.15,2.54,-1.78,0.17,-0.22
3.24,12.27,2.68,-2.05,0.16,-0.25
3.34,11.30,2.87,-2.29,0.16,-0.18
3.32,10.25,3.00,-2.48,0.14,-0.05
3.41,9.11,3.23,-2.65,0.07,0.08
3.78,7.79,3.41,-2.78,0.02,0.18
4.12,6.52,3.85,-2.85,0.00,0.21
4.49,5.20,4.26,-2.87,0.04,0.13
4.80,3.96,4.54,-2.83,0.13,-0.05
5.03,2.90,4.71,-2.78,0.26,-0.30
4.94,1.79,5.09,-2.68,0.43,-0.62
4.56,0.90,5.52,-2.56,0.57,-0.95
4.22,0.19,5.87,-2.41,0.67,-1.21
3.50,-0.34,6.21,-2.24,0.75,-1.36
2.81,-0.65,6.48,-2.06,0.75,-1.40
2.26,-0.75,6.50,-1.94,0.67,-1.37
2.15,-0.77,6.43,-1.92,0.59,-1.30
1.73,-1.16,6.63,-1.85,0.64,-1.10
1.48,-0.91,6.68,-2.03,0.61,-0.86
1.53,-1.93,7.18,-2.09,0.70,-0.66
0.68,-2.77,7.10,-2.05,0.80,-0.44
0.08,-3.60,7.47,-2.01,0.78,-0.24
-0.38,-4.19,7.46,-1.98,0.78,-0.05
-1.19,-4.87,7.61,-1.96,0.76,0.15
-1.78,-5.34,7.75,-1.89,0.74,0.32
-2.56,-5.68,7.92,-1.77,0.67,0.51
-3.42,-5.94,8.10,-1.60,0.54,0.74
-3.98,-6.33,8.15,-1.44,0.27,0.91
-3.76,-7.01,8.26,-1.26,-0.08,1.01
-3.25,-7.75,8.59,-0.99,-0.32,0.99
-2.69,-8.26,8.83,-0.67,-0.46,0.91
-2.15,-8.44,9.11,-0.25,-0.54,0.77
-1.69,-8.13,8.98,0.19,-0.55,0.61
-1.68,-7.43,8.72,0.55,-0.54,0.49
-1.59,-6.59,8.48,0.81,-0.57,0.43
-1.53,-5.84,8.17,0.94,-0.62,0.42
-1.44,-5.28,7.79,0.97,-0.63,0.50
-1.35,-5.01,7.69,0.96,-0.64,0.69
-1.41,-4.98,7.63,0.97,-0.67,0.93
-1.48,-4.98,7.65,1.00,-0.73,1.17
-1.17,-5.09,7.34,1.08,-0.84,1.38
-0.85,-5.02,7.15,1.17,-0.93,1.51
-0.64,-4.91,6.92,1.28,-1.03,1.55
-0.24,-4.70,6.68,1.42,-1.17,1.52
0.13,-4.47,6.36,1.57,-1.36,1.45
0.81,-4.15,6.13,1.72,-1.51,1.38
1.52,-3.69,5.53,1.88,-1.59,1.34
1.65,-3.04,5.22,1.97,-1.60,1.40
1.78,-2.63,5.01,2.02,-1.70,1.54
2.47,-2.22,4.98,2.08,-1.89,1.71
3.44,-1.71,4.82,2.22,-2.09,1.84
5.01,-0.46,4.25,2.39,-2.32,1.89
6.59,0.97,3.67,2.43,-2.37,1.83
7.46,1.84,3.51,2.26,-2.23,1.67
8.27,2.98,3.81,2.02,-2.08,1.52
