2.21,8.50,-2.55,-0.25,-2.28,0.88
2.38,8.66,-2.16,-0.29,-2.27,0.73
2.40,8.80,-2.42,-0.28,-2.28,0.54
2.12,8.87,-2.67,-0.27,-2.33,0.36
1.83,9.03,-3.05,-0.29,-2.38,0.20
1.30,8.97,-3.40,-0.32,-2.35,0.10
0.68,9.05,-3.82,-0.37,-2.27,0.09
0.37,9.41,-4.03,-0.44,-2.13,0.14
0.31,9.67,-3.83,-0.49,-1.96,0.20
0.33,9.79,-3.62,-0.44,-1.88,0.29
0.56,9.97,-4.02,-0.37,-1.87,0.29
0.85,9.86,-4.51,-0.33,-1.83,0.20
0.75,10.00,-5.06,-0.33,-1.66,0.07
0.62,10.09,-5.11,-0.34,-1.42,-0.05
0.34,10.03,-5.23,-0.32,-1.23,-0.14
0.12,9.89,-5.37,-0.29,-1.09,-0.18
-0.10,9.84,-5.43,-0.25,-1.02,-0.18
-0.23,9.89,-5.39,-0.19,-0.99,-0.15
-0.24,10.01,-5.33,-0.12,-0.96,-0.10
-0.12,9.97,-5.55,-0.03,-0.90,-0.07
0.05,10.07,-5.88,0.03,-0.80,-0.08
0.05,9.99,-6.08,0.06,-0.69,-0.12
0.11,10.06,-5.96,0.10,-0.63,-0.14
0.29,9.95,-5.85,0.17,-0.60,-0.17
0.24,9.92,-5.98,0.26,-0.52,-0.20
0.26,10.09,-6.17,0.33,-0.43,-0.19
0.42,10.04,-6.44,0.40,-0.30,-0.17
0.56,10.05,-6.65,0.47,-0.23,-0.14
0.88,9.96,-7.02,0.53,-0.16,-0.16
0.82,9.86,-7.38,0.58,-0.11,-0.20
0.53,9.86,-7.40,0.63,-0.09,-0.20
0.31,9.72,-7.57,0.74,-0.03,-0.13
0.10,9.64,-7.97,0.85,0.08,-0.00
-0.11,9.42,-8.19,0.99,0.17,0.21
-0.06,8.97,-8.40,1.14,0.21,0.48
0.24,8.38,-8.65,1.29,0.17,0.75
1.02,7.90,-9.32,1.40,0.10,0.91
1.65,7.58,-9.91,1.43,0.06,0.90
2.17,7.51,-10.41,1.42,0.01,0.73
2.64,7.24,-11.14,1.38,0.01,0.40
2.68,7.37,-12.17,1.32,-0.01,-0.02
1.72,7.60,-12.59,1.27,-0.04,-0.49
-0.14,7.48,-12.54,1.28,-0.14,-0.79
-2.31,7.34,-12.75,1.35,-0.26,-0.87
-4.33,7.26,-13.58,1.36,-0.46,-0.79
-5.86,7.67,-13.36,1.33,-0.43,-0.58
-6.89,8.03,-12.70,1.31,-0.11,-0.26
-8.50,7.80,-12.50,1.33,0.23,0.20
-8.93,8.27,-13.60,1.23,0.52,0.65
-8.32,9.93,-13.54,0.89,0.85,0.94
-6.16,10.39,-10.41,0.63,0.78,1.00
-4.13,9.76,-7.12,0.73,0.08,0.56
-4.24,8.94,-5.33,0.94,-1.14,-0.30
-5.48,8.31,-5.98,0.98,-1.89,-1.32
-7.58,6.32,-6.84,0.60,-1.85,-2.37
-10.66,5.40,-5.62,-0.11,-1.57,-3.40
-13.94,5.00,-3.49,-1.03,-1.28,-4.50
-17.84,4.80,0.07,-1.93,-0.29,-5.55
-22.82,3.85,2.62,-2.55,1.77,-6.22
-28.12,5.58,2.59,-3.28,3.98,-5.99
-33.05,9.89,5.54,-4.29,6.22,-4.28
-30.12,12.17,16.87,-4.85,7.96,-1.15
-25.67,15.27,24.07,-4.42,8.73,1.92
-10.43,14.57,27.83,-3.27,8.63,4.38
3.56,13.46,27.36,-1.77,7.69,5.11
16.41,12.04,22.82,-0.48,6.54,4.17
