8.88,-4.95,-2.79,-0.24,0.03,0.02
8.84,-4.92,-2.91,-0.26,0.05,0.03
8.93,-4.92,-2.93,-0.29,0.06,0.02
8.90,-4.85,-2.97,-0.30,0.07,0.00
8.98,-4.88,-2.94,-0.30,0.05,-0.02
9.07,-4.86,-3.19,-0.30,0.03,-0.04
9.13,-4.76,-3.39,-0.35,0.02,-0.07
9.22,-4.72,-3.34,-0.43,0.03,-0.09
9.31,-4.63,-3.36,-0.48,0.06,-0.11
9.39,-4.64,-3.22,-0.53,0.12,-0.10
9.52,-4.58,-3.12,-0.54,0.20,-0.08
9.58,-4.66,-2.91,-0.54,0.28,-0.03
9.74,-4.80,-2.80,-0.57,0.36,0.03
10.24,-4.97,-2.72,-0.63,0.39,0.04
10.43,-5.08,-2.50,-0.70,0.40,-0.01
10.69,-5.13,-2.05,-0.72,0.35,-0.04
10.95,-5.00,-1.93,-0.71,0.27,-0.04
11.36,-5.16,-1.98,-0.76,0.17,-0.05
11.65,-5.27,-1.71,-0.86,0.05,-0.06
11.70,-5.29,-1.45,-0.93,-0.08,-0.07
11.68,-5.39,-1.50,-0.95,-0.18,-0.05
11.49,-5.28,-1.70,-1.00,-0.23,0.01
11.22,-5.25,-1.86,-1.07,-0.21,0.09
11.04,-5.06,-2.15,-1.12,-0.08,0.17
10.62,-4.96,-2.06,-1.19,0.08,0.27
10.64,-4.78,-2.20,-1.29,0.15,0.35
10.02,-4.97,-1.30,-1.38,0.14,0.38
9.76,-4.81,-1.41,-1.35,0.04,0.39
9.31,-4.69,-1.52,-1.34,-0.09,0.39
8.71,-4.52,-1.92,-1.32,-0.18,0.42
8.27,-4.25,-2.85,-1.35,-0.09,0.47
7.64,-4.10,-3.72,-1.42,0.22,0.51
7.14,-3.65,-3.94,-1.53,0.64,0.53
6.56,-3.57,-3.42,-1.60,0.87,0.56
6.51,-3.50,-3.36,-1.57,0.92,0.58
6.63,-3.43,-3.38,-1.54,0.91,0.51
6.57,-3.55,-3.55,-1.45,0.95,0.39
6.58,-3.56,-3.83,-1.39,1.03,0.28
6.80,-3.75,-3.84,-1.39,1.16,0.18
7.54,-4.00,-3.94,-1.46,1.27,0.04
7.19,-3.66,-3.66,-1.51,1.32,-0.09
8.07,-3.81,-3.22,-1.45,1.32,-0.12
7.78,-4.10,-3.51,-1.38,1.23,-0.14
8.11,-4.23,-3.63,-1.33,1.21,-0.08
8.23,-4.32,-4.26,-1.31,1.27,-0.09
8.57,-4.37,-4.64,-1.34,1.37,-0.05
8.38,-4.40,-4.49,-1.38,1.54,-0.03
8.79,-4.61,-4.03,-1.40,1.59,-0.02
8.83,-4.74,-3.69,-1.35,1.56,-0.07
9.13,-4.91,-3.49,-1.28,1.45,-0.12
9.39,-5.00,-3.47,-1.23,1.32,-0.23
9.31,-5.01,-3.92,-1.18,1.22,-0.28
9.07,-5.11,-4.62,-1.19,1.29,-0.27
8.66,-4.96,-5.26,-1.35,1.35,-0.19
7.92,-5.02,-5.87,-1.53,1.44,-0.01
7.70,-5.27,-6.78,-1.61,1.57,0.16
7.65,-5.60,-7.51,-1.60,1.75,0.22
7.89,-5.60,-8.19,-1.54,1.91,0.20
8.05,-5.49,-9.29,-1.35,2.03,0.18
8.71,-5.24,-10.57,-1.04,2.07,0.18
9.73,-3.83,-12.27,-0.74,1.80,0.17
10.27,-2.47,-14.13,-0.45,1.56,0.16
10.60,-0.71,-16.54,-0.13,1.51,0.35
12.47,-1.39,-17.03,0.31,1.64,0.78
15.50,-2.33,-15.28,0.97,1.50,0.85
18.61,-2.64,-13.59,1.71,0.90,0.55
20.47,-1.94,-13.08,2.35,0.13,0.27
21.25,-1.28,-13.04,2.74,-0.53,0.33
22.05,0.75,-14.19,2.65,-1.03,0.38
20.11,3.83,-11.46,2.66,-1.14,0.86
22.11,6.38,-11.65,2.84,-1.17,1.31
23.46,9.00,-13.13,2.66,-1.16,1.22
22.48,12.04,-14.54,2.03,-0.86,1.15
23.47,15.24,-11.95,2.05,-0.46,1.42
27.78,17.61,-6.67,2.80,-0.70,0.81
29.81,25.90,-3.90,4.38,-2.15,-0.51
-28.90,-0.46,6.13,-0.16,0.14,-8.12
31.53,39.78,-5.00,5.49,-2.10,0.00
-28.90,-0.46,6.13,1.62,0.14,-8.12
25.74,-0.62,-0.62,-0.07,-0.07,-0.07
24.22,32.89,21.89,7.73,0.18,5.35
19.14,32.49,27.69,7.71,-0.74,4.88
11.47,33.44,33.52,7.21,-0.94,5.19
7.27,30.93,37.27,6.79,-0.50,6.31
4.13,25.34,39.36,5.56,-1.00,7.34
0.19,21.44,36.78,4.31,-2.68,7.18
-8.94,19.14,33.19,3.92,-4.35,6.12
-17.09,15.72,30.29,4.51,-4.87,5.61
-20.42,10.04,25.43,4.94,-4.19,5.55
-18.55,2.49,23.70,4.13,-3.05,5.32
-15.16,-0.82,22.91,2.83,-2.24,4.56
-12.05,-1.80,23.73,1.68,-1.92,3.48
-9.67,-0.83,23.85,1.09,-2.11,2.50
-9.29,-0.02,23.78,1.10,-2.64,1.99
-9.32,-1.17,20.64,1.62,-3.08,1.95
-8.83,-3.64,16.71,1.86,-2.87,1.96
-7.19,-5.28,14.29,1.46,-2.28,1.73
-5.45,-5.87,13.20,0.80,-1.55,1.28
-3.53,-5.93,13.59,0.27,-1.10,0.84
-2.23,-5.60,14.06,0.07,-1.00,0.46
-0.96,-5.14,13.65,0.17,-1.11,0.29
-0.34,-5.48,11.88,0.26,-1.18,0.25
0.45,-5.94,9.86,0.26,-0.95,0.28
1.40,-6.79,8.20,0.06,-0.44,0.29
2.28,-7.31,7.52,-0.36,0.11,0.22
2.64,-8.21,8.25,-0.68,0.43,0.15
3.73,-9.11,8.35,-0.87,0.41,-0.02
3.89,-9.44,7.64,-0.90,0.31,-0.28
3.99,-9.61,6.46,-0.86,0.25,-0.45
4.57,-9.88,4.74,-0.99,0.35,-0.65
5.04,-9.94,4.09,-1.21,0.52,-0.86
5.66,-9.84,2.85,-1.50,0.65,-1.02
5.85,-9.35,3.18,-1.72,0.87,-1.19
6.17,-8.20,2.85,-1.92,1.02,-1.26
5.97,-7.40,3.13,-2.02,1.15,-1.22
6.15,-7.43,2.83,-1.95,1.25,-1.09
7.01,-8.09,2.17,-1.94,1.22,-1.15
7.01,-8.10,1.38,-1.96,1.17,-1.26
7.10,-7.72,0.77,-2.13,1.18,-1.34
7.02,-7.31,0.44,-2.36,1.23,-1.34
6.91,-6.71,0.21,-2.53,1.43,-1.30
6.70,-5.93,0.50,-2.44,1.80,-1.20
6.72,-5.78,1.30,-2.16,1.96,-1.01
7.53,-6.40,0.50,-2.05,1.87,-0.95
7.70,-6.88,0.39,-2.15,1.76,-1.11
7.71,-6.71,-0.02,-2.19,1.66,-1.30
7.51,-6.14,-0.32,-2.15,1.64,-1.40
7.41,-5.89,-0.63,-2.02,1.64,-1.32
7.75,-5.98,-0.78,-1.90,1.64,-1.23
8.03,-6.11,-0.93,-1.88,1.59,-1.21
8.10,-6.48,-1.17,-2.06,1.42,-1.22
8.36,-6.64,-1.24,-2.26,1.28,-1.26
8.35,-6.81,-0.98,-2.20,1.26,-1.35
8.47,-6.62,-1.10,-1.92,1.26,-1.44
8.49,-6.43,-1.24,-1.70,1.15,-1.49
8.63,-6.48,-1.66,-1.58,1.01,-1.55
8.60,-6.46,-2.33,-1.56,0.96,-1.62
8.51,-6.24,-2.72,-1.63,0.99,-1.60
8.15,-5.94,-2.56,-1.61,1.13,-1.47
8.30,-5.99,-2.60,-1.56,1.32,-1.23
8.61,-6.08,-2.03,-1.51,1.47,-1.01
9.17,-6.29,-1.46,-1.53,1.47,-0.85
9.63,-6.69,-0.96,-1.61,1.27,-0.88
9.79,-6.69,-1.01,-1.67,1.01,-1.08
9.24,-6.55,-1.10,-1.76,0.79,-1.31
8.93,-5.92,-1.57,-1.75,0.71,-1.47
8.94,-5.71,-1.77,-1.74,0.83,-1.45
8.74,-5.65,-1.69,-1.78,0.93,-1.33
8.82,-6.05,-1.61,-1.74,0.94,-1.23
8.87,-6.59,-1.70,-1.73,0.85,-1.20
8.82,-7.10,-2.07,-1.64,0.77,-1.21
8.63,-7.45,-2.64,-1.57,0.69,-1.17
8.50,-8.02,-3.30,-1.47,0.76,-1.07
8.33,-8.40,-3.90,-1.36,0.89,-0.91
8.15,-8.78,-4.19,-1.27,1.00,-0.72
8.07,-9.31,-4.22,-1.19,1.00,-0.53
7.98,-9.84,-4.67,-1.10,0.98,-0.37
7.94,-10.37,-5.08,-1.10,1.08,-0.24
7.67,-11.09,-5.23,-1.07,1.23,-0.10
7.86,-12.01,-5.78,-1.08,1.37,0.10
8.19,-13.28,-6.55,-1.07,1.35,0.30
